"s","time"
2.625,9.868
-1.5625,9.87
-0.53125,9.872
6.3438,9.874
16.844,9.876
25.688,9.878
27.188,9.88
21.938,9.882
13.312,9.884
5.5938,9.886
3.375,9.888
8.1875,9.89
13.656,9.892
10.438,9.894
-2.4688,9.896
-18.344,9.898
-27.25,9.9
-23.719,9.902
-13.344,9.904
-5.9688,9.906
-6.4062,9.908
-11.781,9.91
-13.031,9.912
-6.2188,9.914
5.875,9.916
18.312,9.918
24.688,9.92
21.594,9.922
11.031,9.924
1.9375,9.926
5.4062,9.928
18.031,9.93
26.344,9.932
25.438,9.934
19.438,9.936
14.219,9.938
13.781,9.94
17.969,9.942
22.188,9.944
24.438,9.946
24.406,9.948
21.875,9.95
16.188,9.952
9.7188,9.954
4.625,9.956
0.96875,9.958
0.09375,9.96
2.4062,9.962
2.4062,9.964
-4.5625,9.966
-17.062,9.968
-27.812,9.97
-28.125,9.972
-19.938,9.974
-10.031,9.976
-1.2188,9.978
6.0312,9.98
8.2812,9.982
6.4062,9.984
5.75,9.986
7.625,9.988
10.875,9.99
17.406,9.992
23.594,9.994
22.906,9.996
18.469,9.998
16.719,10
19.406,10.002
22.625,10.004
22.531,10.006
18.625,10.008
12.156,10.01
4.4375,10.012
-6.5938,10.014
-19.969,10.016
-28.344,10.018
-23.781,10.02
-9.625,10.022
3.4062,10.024
9.4375,10.026
8.6562,10.028
3.3125,10.03
0.65625,10.032
7.75,10.034
19.969,10.036
27.906,10.038
31.062,10.04
32.5,10.042
33.844,10.044
36.406,10.046
40.406,10.048
43.75,10.05
44.156,10.052
41.812,10.054
35.094,10.056
23.281,10.058
10.875,10.06
4.4062,10.062
3.625,10.064
5.25,10.066
7.5625,10.068
7.2188,10.07
4.0312,10.072
4.0625,10.074
9.9062,10.076
15.094,10.078
13.719,10.08
4.2812,10.082
-6.3125,10.084
-10.156,10.086
-8.1875,10.088
-5.0312,10.09
-4.8438,10.092
-5.1875,10.094
-2.5625,10.096
0.9375,10.098
1.9375,10.1
1.5938,10.102
0.34375,10.104
-1.5,10.106
-3.4062,10.108
-3.8125,10.11
1.5312,10.112
12.344,10.114
24.25,10.116
31.406,10.118
33.062,10.12
31.438,10.122
29.031,10.124
24.312,10.126
13.844,10.128
-0.03125,10.13
-10.938,10.132
-16.062,10.134
-16.938,10.136
-18.844,10.138
-23.125,10.14
-24.844,10.142
-17,10.144
1.3125,10.146
20.656,10.148
28.156,10.15
18.469,10.152
-1.2812,10.154
-17.75,10.156
-23.344,10.158
-16.344,10.16
-2.6875,10.162
7.8438,10.164
8.4062,10.166
0.125,10.168
-8.2812,10.17
-6.9062,10.172
6.3125,10.174
20.375,10.176
21.594,10.178
6.4062,10.18
-10.219,10.182
-12.406,10.184
-3.3438,10.186
4.9375,10.188
5.9375,10.19
1.625,10.192
-0.21875,10.194
4.6562,10.196
11.375,10.198
11.25,10.2
4.875,10.202
1.3125,10.204
6.0625,10.206
15.781,10.208
22.844,10.21
24.938,10.212
22.781,10.214
16.375,10.216
9.5,10.218
7.25,10.22
7.5625,10.222
5.5,10.224
-0.03125,10.226
-6.5,10.228
-12.312,10.23
-14.312,10.232
-10.656,10.234
-3.4062,10.236
-0.53125,10.238
-9.4688,10.24
-26.781,10.242
-39.594,10.244
-38.875,10.246
-24.375,10.248
-3.3438,10.25
11.688,10.252
14.688,10.254
7.4688,10.256
-2.3438,10.258
-3.9375,10.26
6.9062,10.262
18.938,10.264
14.969,10.266
-8.9688,10.268
-39,10.27
-53.469,10.272
-43.25,10.274
-20.781,10.276
-0.5625,10.278
12.594,10.28
19.875,10.282
22.625,10.284
21.875,10.286
19.188,10.288
15.344,10.29
8.375,10.292
-4.4375,10.294
-18.312,10.296
-28.594,10.298
-34.125,10.3
-33.25,10.302
-24.406,10.304
-9.0938,10.306
8.4688,10.308
24.469,10.31
34.281,10.312
33.344,10.314
25.875,10.316
20.531,10.318
18.938,10.32
16.781,10.322
11.312,10.324
1.9688,10.326
-9.2188,10.328
-18.656,10.33
-21.656,10.332
-17.656,10.334
-9.5625,10.336
-1.5938,10.338
-0.5,10.34
-8.9062,10.342
-20.875,10.344
-28.281,10.346
-29.406,10.348
-25.25,10.35
-17.781,10.352
-10.312,10.354
-1.6875,10.356
6.125,10.358
9.5625,10.36
5.75,10.362
-1.5312,10.364
-2.6875,10.366
7.625,10.368
21.875,10.37
28.406,10.372
23.031,10.374
11.438,10.376
4.0625,10.378
7.25,10.38
18.625,10.382
29.125,10.384
30.969,10.386
21.875,10.388
6.75,10.39
-6.0938,10.392
-11.062,10.394
-9.5938,10.396
-10.531,10.398
-17.969,10.4
-24.812,10.402
-25.312,10.404
-21.719,10.406
-15.969,10.408
-7.2188,10.41
2.2188,10.412
8.2812,10.414
9.625,10.416
6.625,10.418
-0.0625,10.42
-3.8438,10.422
4.4062,10.424
19.625,10.426
28.844,10.428
23.938,10.43
10.25,10.432
0.625,10.434
1.3125,10.436
9.1875,10.438
18.719,10.44
23.531,10.442
20.562,10.444
12.594,10.446
4.3438,10.448
1.0938,10.45
4.0312,10.452
7.0625,10.454
7.1875,10.456
4.2188,10.458
-1.3125,10.46
-6.5938,10.462
-8.625,10.464
-5.4062,10.466
0.25,10.468
5.2188,10.47
11.062,10.472
14.156,10.474
7.75,10.476
-5.2812,10.478
-13.844,10.48
-13.75,10.482
-9.5312,10.484
-6.5312,10.486
-7.75,10.488
-8.0312,10.49
-0.75,10.492
10.469,10.494
16.094,10.496
14.375,10.498
11.875,10.5
11,10.502
7.4062,10.504
-0.875,10.506
-13.625,10.508
-27.25,10.51
-35.531,10.512
-35.312,10.514
-26.094,10.516
-9.875,10.518
7.7188,10.52
18.875,10.522
20.125,10.524
16.75,10.526
15.156,10.528
12.531,10.53
2.625,10.532
-15.719,10.534
-36.531,10.536
-49.969,10.538
-51.562,10.54
-43.406,10.542
-28.719,10.544
-12.406,10.546
0.65625,10.548
9.1562,10.55
13.188,10.552
10.938,10.554
3.1875,10.556
-4.875,10.558
-8.7188,10.56
-12.688,10.562
-23.625,10.564
-36.844,10.566
-43.031,10.568
-34.781,10.57
-15.625,10.572
2.8125,10.574
11.781,10.576
12.281,10.578
8.9375,10.58
2.125,10.582
-5.8125,10.584
-10.344,10.586
-12.688,10.588
-18.312,10.59
-24.938,10.592
-25.625,10.594
-19.125,10.596
-10.969,10.598
-8.1875,10.6
-10.188,10.602
-8.25,10.604
0.59375,10.606
6.9688,10.608
3.4375,10.61
-5.3125,10.612
-11.531,10.614
-14.5,10.616
-15.656,10.618
-18.312,10.62
-23.5,10.622
-30.719,10.624
-35.938,10.626
-33.781,10.628
-26.031,10.63
-17,10.632
-7.3125,10.634
1.3438,10.636
4.4375,10.638
0.5625,10.64
-6.875,10.642
-9.6875,10.644
-4.3438,10.646
4.3125,10.648
9.2812,10.65
7.5312,10.652
2.2188,10.654
-3.4062,10.656
-11.062,10.658
-20.906,10.66
-27.062,10.662
-25.219,10.664
-19.688,10.666
-17.844,10.668
-18.125,10.67
-16,10.672
-11.25,10.674
-5.1875,10.676
-0.21875,10.678
2.6562,10.68
1.8438,10.682
-8.0625,10.684
-23.906,10.686
-33.938,10.688
-36.625,10.69
-39.125,10.692
-46.438,10.694
-52.344,10.696
-44.375,10.698
-21.5,10.7
2.125,10.702
15.812,10.704
19.438,10.706
14.75,10.708
4.375,10.71
-7.5,10.712
-15.25,10.714
-18.344,10.716
-20.688,10.718
-23.812,10.72
-23.438,10.722
-16.125,10.724
-8.7188,10.726
-7.3125,10.728
-8.4375,10.73
-6.7188,10.732
-3.0312,10.734
-1.2188,10.736
0.6875,10.738
3.25,10.74
5.1562,10.742
5.2188,10.744
1,10.746
-4.875,10.748
-7.6875,10.75
-5.1875,10.752
0.4375,10.754
2.3125,10.756
-3.8125,10.758
-13,10.76
-19.125,10.762
-20.125,10.764
-15.281,10.766
-6.2812,10.768
3.875,10.77
11.125,10.772
9.4688,10.774
-0.5625,10.776
-12.25,10.778
-23.281,10.78
-37.906,10.782
-56.094,10.784
-66.688,10.786
-60.094,10.788
-39.531,10.79
-19.906,10.792
-13.5,10.794
-17.375,10.796
-17.219,10.798
-3.3438,10.8
18.281,10.802
32.281,10.804
30.875,10.806
17,10.808
-2.2812,10.81
-20.969,10.812
-34.375,10.814
-39.656,10.816
-31.781,10.818
-12.156,10.82
7.2812,10.822
13.812,10.824
6,10.826
-9.0312,10.828
-21.875,10.83
-25.625,10.832
-20.594,10.834
-17,10.836
-24.312,10.838
-39.344,10.84
-48.344,10.842
-37.969,10.844
-10.094,10.846
18,10.848
31.656,10.85
32.281,10.852
30.875,10.854
33.719,10.856
36.156,10.858
31.812,10.86
22.062,10.862
9.2812,10.864
-8.9062,10.866
-31.281,10.868
-45.531,10.87
-40.281,10.872
-20.719,10.874
-2.4688,10.876
3.0312,10.878
-2.5625,10.88
-11.125,10.882
-21.062,10.884
-39.375,10.886
-65.906,10.888
-84.5,10.89
-77.344,10.892
-45.312,10.894
-9.4375,10.896
11,10.898
14.812,10.9
16.156,10.902
24.719,10.904
38.219,10.906
48.531,10.908
48,10.91
32.875,10.912
6.6562,10.914
-22.375,10.916
-41.25,10.918
-42.531,10.92
-33,10.922
-26.281,10.924
-25.812,10.926
-21.469,10.928
-4.8125,10.93
13.562,10.932
17.344,10.934
3.5938,10.936
-15.031,10.938
-26.531,10.94
-27.562,10.942
-21.938,10.944
-12.812,10.946
-1.125,10.948
8.4375,10.95
12.406,10.952
12,10.954
10.375,10.956
9.9062,10.958
7.9062,10.96
1.5938,10.962
-6.875,10.964
-11.812,10.966
-10.375,10.968
-5.0312,10.97
2.1875,10.972
8.2188,10.974
9.8438,10.976
6.9375,10.978
1.875,10.98
-4.9062,10.982
-18.781,10.984
-36.375,10.986
-47.375,10.988
-50.656,10.99
-53.156,10.992
-61.656,10.994
-72.625,10.996
-69.031,10.998
-42.719,11
-5.8438,11.002
27.344,11.004
48.031,11.006
51,11.008
39.188,11.01
21.344,11.012
7.875,11.014
2.625,11.016
2.625,11.018
0.1875,11.02
-8,11.022
-18.906,11.024
-29.812,11.026
-35.5,11.028
-29,11.03
-11.594,11.032
2.6875,11.034
2.1875,11.036
-5.7188,11.038
-8.0312,11.04
-3,11.042
2.5,11.044
0.5,11.046
-9.5938,11.048
-20.875,11.05
-25.188,11.052
-23.031,11.054
-21.656,11.056
-22.844,11.058
-22.469,11.06
-17.062,11.062
-10.25,11.064
-7.4062,11.066
-7.2188,11.068
-8.5625,11.07
-11.25,11.072
-10.625,11.074
-4.8438,11.076
0.78125,11.078
-0.1875,11.08
-6.3438,11.082
-9.5312,11.084
-6.25,11.086
0.8125,11.088
4.6562,11.09
2.1875,11.092
-2.5625,11.094
-7.2188,11.096
-12.625,11.098
-16.406,11.1
-17.344,11.102
-16.969,11.104
-15.469,11.106
-11.719,11.108
-8.2812,11.11
-9.7188,11.112
-14.156,11.114
-15.531,11.116
-12.562,11.118
-10.375,11.12
-12.188,11.122
-17.188,11.124
-22.812,11.126
-27.406,11.128
-30.781,11.13
-29.969,11.132
-24.312,11.134
-13.219,11.136
-2.875,11.138
-2.3125,11.14
-8.1562,11.142
-9.6875,11.144
-4.7188,11.146
-2.0625,11.148
-5.4062,11.15
-6.4688,11.152
-2.625,11.154
1.5,11.156
2.9062,11.158
1.375,11.16
0.5625,11.162
5.1562,11.164
11.219,11.166
9.6562,11.168
0.9375,11.17
-9.8438,11.172
-22.75,11.174
-37.125,11.176
-47.875,11.178
-46.281,11.18
-30.469,11.182
-9.9375,11.184
4.75,11.186
10.906,11.188
15.5,11.19
23.219,11.192
33.625,11.194
41.531,11.196
42.531,11.198
35.969,11.2
22.219,11.202
0.1875,11.204
-24.906,11.206
-40.656,11.208
-39.656,11.21
-28.625,11.212
-15.406,11.214
-6.1875,11.216
-7.0938,11.218
-14.344,11.22
-14.406,11.222
-3.6875,11.224
9.875,11.226
17.594,11.228
17.344,11.23
11.125,11.232
4.875,11.234
4.0625,11.236
8.375,11.238
13.031,11.24
12.875,11.242
7,11.244
-2.0938,11.246
-11.312,11.248
-16.812,11.25
-13.656,11.252
-3.5,11.254
4.4375,11.256
4.625,11.258
-1.2812,11.26
-6.4062,11.262
-5.9062,11.264
-2.75,11.266
-1.4062,11.268
-2.9375,11.27
-6.5312,11.272
-9.6562,11.274
-10.156,11.276
-4.6562,11.278
4.8438,11.28
14.531,11.282
20.781,11.284
22.312,11.286
19,11.288
9.7188,11.29
-5.6875,11.292
-24.938,11.294
-41.906,11.296
-47.594,11.298
-41.156,11.3
-29.156,11.302
-15.906,11.304
0.375,11.306
19.438,11.308
37.125,11.31
48.562,11.312
51.938,11.314
47.188,11.316
36.156,11.318
22.219,11.32
5.875,11.322
-11.531,11.324
-25.375,11.326
-31.656,11.328
-29.906,11.33
-22.312,11.332
-11.438,11.334
1,11.336
10.312,11.338
13.719,11.34
13.219,11.342
11.688,11.344
7.0312,11.346
-0.53125,11.348
-4.625,11.35
-1,11.352
7.75,11.354
15.812,11.356
19.281,11.358
18.469,11.36
16.125,11.362
15.688,11.364
18.031,11.366
17.469,11.368
5.0312,11.37
-16.594,11.372
-36.125,11.374
-43.25,11.376
-33.094,11.378
-10.281,11.38
10.812,11.382
20.625,11.384
24.125,11.386
30.625,11.388
41.219,11.39
48.875,11.392
46.562,11.394
33.719,11.396
14.906,11.398
-3.4062,11.4
-16.031,11.402
-20.625,11.404
-17.5,11.406
-9.6562,11.408
-0.90625,11.41
4.4062,11.412
4.4688,11.414
1.2188,11.416
-2.0312,11.418
-4.0938,11.42
-1.9062,11.422
3.4688,11.424
6.3438,11.426
4.7812,11.428
3.4062,11.43
3.875,11.432
4.75,11.434
8.625,11.436
15.25,11.438
18.594,11.44
15,11.442
5.9375,11.444
-6.3125,11.446
-21.781,11.448
-37.281,11.45
-47.781,11.452
-48.062,11.454
-35.344,11.456
-16.25,11.458
-3.375,11.46
-4.0312,11.462
-11.438,11.464
-11.656,11.466
2.625,11.468
23.5,11.47
37.344,11.472
35.844,11.474
21.719,11.476
6.3438,11.478
-2.5625,11.48
-4.8438,11.482
-3.875,11.484
0.375,11.486
8.4375,11.488
15.812,11.49
18.562,11.492
15.406,11.494
8.25,11.496
1.9062,11.498
1.2812,11.5
5.0312,11.502
8.3438,11.504
9.5312,11.506
10.312,11.508
11.656,11.51
12.938,11.512
14.469,11.514
18.625,11.516
24.938,11.518
30.062,11.52
28.5,11.522
16.688,11.524
-0.28125,11.526
-8.5625,11.528
-2.9375,11.53
6.9375,11.532
11.844,11.534
12.906,11.536
11.719,11.538
6.4688,11.54
-1.75,11.542
-6.4688,11.544
-4.7812,11.546
2.7812,11.548
10.656,11.55
11.312,11.552
2.8438,11.554
-6.4062,11.556
-5.7812,11.558
6.1562,11.56
22.344,11.562
33.25,11.564
33.688,11.566
24.844,11.568
15.312,11.57
14.125,11.572
19.281,11.574
22.094,11.576
17.844,11.578
8.0938,11.58
-0.40625,11.582
-3.125,11.584
-2.4375,11.586
-2.9062,11.588
-2.6875,11.59
2.125,11.592
9.7188,11.594
15.031,11.596
17.062,11.598
16.781,11.6
14.438,11.602
14.562,11.604
19.031,11.606
24.062,11.608
25.812,11.61
21.906,11.612
12.031,11.614
-1.7812,11.616
-12.781,11.618
-13.625,11.62
-3.4375,11.622
8.8125,11.624
13.188,11.626
10.312,11.628
6.5625,11.63
4.5625,11.632
5.0312,11.634
11.219,11.636
20.812,11.638
26.875,11.64
27.406,11.642
20.969,11.644
9.5,11.646
0.75,11.648
1.3438,11.65
10.188,11.652
23.031,11.654
35.281,11.656
40.375,11.658
34.688,11.66
24.906,11.662
20.875,11.664
25.188,11.666
31.406,11.668
32.156,11.67
21.375,11.672
1.6562,11.674
-13,11.676
-14,11.678
-4.25,11.68
10.344,11.682
21.531,11.684
27.406,11.686
28.594,11.688
26.188,11.69
21.125,11.692
17.031,11.694
19.75,11.696
31.031,11.698
44.719,11.7
49.375,11.702
41.062,11.704
27.656,11.706
17.812,11.708
15.531,11.71
23,11.712
35.219,11.714
39.781,11.716
29.812,11.718
15.094,11.72
7.2188,11.722
6.5,11.724
10.719,11.726
19.812,11.728
29.781,11.73
34.844,11.732
34.062,11.734
27.75,11.736
17.656,11.738
9.3438,11.74
8.2812,11.742
12.562,11.744
19.938,11.746
27.719,11.748
31.938,11.75
30.531,11.752
25.094,11.754
20.812,11.756
21.125,11.758
24.094,11.76
23.438,11.762
15.406,11.764
4.0938,11.766
-2.75,11.768
0.1875,11.77
11.188,11.772
23.312,11.774
31.625,11.776
32.875,11.778
25.844,11.78
14.812,11.782
6.7188,11.784
2.1875,11.786
-2.0625,11.788
-6.1562,11.79
-6.6875,11.792
-1.4062,11.794
9.5312,11.796
24.875,11.798
40.406,11.8
50.906,11.802
54.594,11.804
52.375,11.806
45.062,11.808
35.188,11.81
26.719,11.812
20.469,11.814
16.344,11.816
15.75,11.818
17.312,11.82
17.125,11.822
15.969,11.824
16.688,11.826
18.406,11.828
18.438,11.83
14.75,11.832
5.4688,11.834
-6.6562,11.836
-13.531,11.838
-10.188,11.84
-1.5312,11.842
2.3438,11.844
1.125,11.846
2.0625,11.848
7.1562,11.85
12.406,11.852
18.156,11.854
23.844,11.856
25.812,11.858
22.312,11.86
14.156,11.862
5.0312,11.864
-0.90625,11.866
-1.25,11.868
1.4688,11.87
1.7812,11.872
-0.5625,11.874
-1.4688,11.876
-0.53125,11.878
-0.46875,11.88
0.8125,11.882
7.4375,11.884
19.156,11.886
30.188,11.888
36.25,11.89
36.969,11.892
33.125,11.894
27.844,11.896
25.531,11.898
27.781,11.9
30.781,11.902
28.938,11.904
21.719,11.906
12.094,11.908
5.125,11.91
5.2188,11.912
10.656,11.914
14.062,11.916
11.094,11.918
3.9062,11.92
-1.7812,11.922
-0.875,11.924
7,11.926
15.156,11.928
18.719,11.93
17.75,11.932
15.156,11.934
14.594,11.936
16.781,11.938
19.094,11.94
18.625,11.942
15.219,11.944
13.688,11.946
16.125,11.948
17.875,11.95
12.188,11.952
0.09375,11.954
-9.4688,11.956
-7.8438,11.958
5.7812,11.96
21.812,11.962
27.906,11.964
23.719,11.966
16.281,11.968
13.562,11.97
19.312,11.972
27,11.974
29.969,11.976
31.969,11.978
37.75,11.98
46.219,11.982
54.75,11.984
60.156,11.986
60.688,11.988
59.156,11.99
59.688,11.992
63.156,11.994
66.094,11.996
63.562,11.998
54.312,12
42.562,12.002
32.969,12.004
28.531,12.006
30.969,12.008
39.188,12.01
46.594,12.012
49.875,12.014
50.562,12.016
48.625,12.018
43.594,12.02
34.188,12.022
22.375,12.024
14.594,12.026
13.281,12.028
13.812,12.03
10.469,12.032
6.75,12.034
10.469,12.036
19.75,12.038
30.5,12.04
42.469,12.042
53.281,12.044
57.844,12.046
56.312,12.048
52.781,12.05
48.406,12.052
39.688,12.054
27.125,12.056
18.5,12.058
15.312,12.06
11.75,12.062
5.625,12.064
1.3125,12.066
2.5625,12.068
6.0312,12.07
7.625,12.072
5,12.074
-1.9062,12.076
-6.4062,12.078
-1.4062,12.08
7.8125,12.082
13,12.084
14.75,12.086
18.344,12.088
25.375,12.09
31.875,12.092
32.594,12.094
26.5,12.096
16.812,12.098
8.875,12.1
4.7812,12.102
2.9688,12.104
1.4062,12.106
-1.375,12.108
-6.1875,12.11
-11.312,12.112
-14.406,12.114
-13.938,12.116
-12.25,12.118
-13.406,12.12
-11.875,12.122
-3.6562,12.124
4.5,12.126
5.875,12.128
2.5938,12.13
3.3125,12.132
12.438,12.134
25.656,12.136
35.188,12.138
35.5,12.14
24.781,12.142
6.3125,12.144
-11.375,12.146
-20,12.148
-18.156,12.15
-13.219,12.152
-9.5,12.154
-4.375,12.156
0.125,12.158
-0.5625,12.16
-2.5312,12.162
3.2188,12.164
16.062,12.166
26.125,12.168
23.531,12.17
6.9062,12.172
-11.906,12.174
-20.375,12.176
-19.375,12.178
-13.656,12.18
-4.9688,12.182
4.0312,12.184
11.344,12.186
16.75,12.188
20.344,12.19
21.031,12.192
19.5,12.194
18.656,12.196
16.531,12.198
11.188,12.2
2.25,12.202
-10.375,12.204
-22.906,12.206
-30.375,12.208
-27.531,12.21
-15.031,12.212
1.0625,12.214
15.406,12.216
25.875,12.218
33.156,12.22
36.531,12.222
34.406,12.224
28.344,12.226
22.156,12.228
17.031,12.23
5.2188,12.232
-17.594,12.234
-39.125,12.236
-44.938,12.238
-36.594,12.24
-25.75,12.242
-18.438,12.244
-10.875,12.246
-3.9062,12.248
-4.875,12.25
-11.219,12.252
-9.4375,12.254
6.8125,12.256
27.094,12.258
37.438,12.26
35.062,12.262
25.469,12.264
19.844,12.266
24.094,12.268
33.625,12.27
37.531,12.272
30.844,12.274
15.75,12.276
-0.71875,12.278
-10.344,12.28
-12.844,12.282
-15.562,12.284
-27.781,12.286
-49.188,12.288
-64.562,12.29
-62.25,12.292
-47.281,12.294
-30.594,12.296
-18.75,12.298
-13.344,12.3
-12.438,12.302
-12.781,12.304
-8.0625,12.306
7.875,12.308
30.688,12.31
48.531,12.312
52.781,12.314
46.25,12.316
35.438,12.318
24.688,12.32
17.312,12.322
15.125,12.324
15.5,12.326
12.719,12.328
4.0312,12.33
-6.75,12.332
-14.656,12.334
-17.844,12.336
-16.344,12.338
-11.75,12.34
-8.1875,12.342
-9.0312,12.344
-15,12.346
-22.719,12.348
-25.156,12.35
-21.625,12.352
-17.031,12.354
-16.312,12.356
-23.094,12.358
-34.781,12.36
-39.906,12.362
-29.312,12.364
-10.125,12.366
5.7188,12.368
11.781,12.37
6.2812,12.372
-6.4688,12.374
-17.031,12.376
-18.688,12.378
-11.5,12.38
-4.3438,12.382
-2.0312,12.384
-0.3125,12.386
4.75,12.388
11.688,12.39
17.406,12.392
19,12.394
16.844,12.396
13.625,12.398
11.625,12.4
7.8438,12.402
1.7188,12.404
-3.1562,12.406
-3.5312,12.408
-1.25,12.41
1.4375,12.412
4.6562,12.414
7.8125,12.416
10.188,12.418
11.156,12.42
10.594,12.422
7.7188,12.424
2.75,12.426
-3.7188,12.428
-10.312,12.43
-11.969,12.432
-7.7812,12.434
-4.625,12.436
-7.0625,12.438
-12.844,12.44
-19.438,12.442
-25.5,12.444
-29.219,12.446
-24,12.448
-12.312,12.45
-4.4062,12.452
-2.5,12.454
-1.75,12.456
2.3125,12.458
7,12.46
12.031,12.462
21.406,12.464
32,12.466
37.312,12.468
36.469,12.47
33.688,12.472
32.031,12.474
31.625,12.476
31.156,12.478
30.75,12.48
29.719,12.482
26.969,12.484
22.375,12.486
17.312,12.488
11.562,12.49
5.0312,12.492
-0.21875,12.494
-0.8125,12.496
2.9062,12.498
5.4688,12.5
0.65625,12.502
-12.875,12.504
-27.719,12.506
-33.969,12.508
-31.438,12.51
-27.5,12.512
-26.312,12.514
-21.531,12.516
-10.781,12.518
2.0625,12.52
10.781,12.522
9.7188,12.524
-1.9062,12.526
-12.625,12.528
-9.8125,12.53
4.0938,12.532
14.594,12.534
15.031,12.536
10.531,12.538
8.5312,12.54
11.969,12.542
20.125,12.544
28.469,12.546
31.594,12.548
27.875,12.55
19.438,12.552
7.5625,12.554
-4.6875,12.556
-14.031,12.558
-19.594,12.56
-23.875,12.562
-30.094,12.564
-38.5,12.566
-41.688,12.568
-35.438,12.57
-23.75,12.572
-15.656,12.574
-12.969,12.576
-10.344,12.578
-0.8125,12.58
15.094,12.582
28.906,12.584
36.562,12.586
39.5,12.588
38.906,12.59
32.812,12.592
22.75,12.594
16.344,12.596
16.375,12.598
21.25,12.6
26.656,12.602
29.094,12.604
28.594,12.606
26.938,12.608
26.469,12.61
27.969,12.612
29.969,12.614
30.156,12.616
28.812,12.618
26.719,12.62
25.875,12.622
28.375,12.624
34.656,12.626
40.25,12.628
43.438,12.63
45.438,12.632
43.531,12.634
35.969,12.636
25.781,12.638
20.719,12.64
22.844,12.642
30.875,12.644
43.031,12.646
53.812,12.648
58.625,12.65
58.5,12.652
59.844,12.654
64.094,12.656
68.906,12.658
72.188,12.66
71.469,12.662
63.062,12.664
49.375,12.666
38.875,12.668
37.406,12.67
41.844,12.672
45.906,12.674
46.438,12.676
43.688,12.678
41.031,12.68
39.969,12.682
36.625,12.684
29.219,12.686
21.531,12.688
18.719,12.69
22.688,12.692
31.938,12.694
42.938,12.696
52.031,12.698
57.219,12.7
59.688,12.702
61.938,12.704
65.844,12.706
69.156,12.708
67.344,12.71
60.875,12.712
54.375,12.714
49.125,12.716
44.5,12.718
39.75,12.72
35.625,12.722
35.031,12.724
37.312,12.726
37.875,12.728
32.5,12.73
24.625,12.732
21.469,12.734
25.719,12.736
33.906,12.738
40.031,12.74
41.062,12.742
40.75,12.744
44.156,12.746
49.531,12.748
51.75,12.75
47.188,12.752
38.344,12.754
31.125,12.756
27.219,12.758
24.219,12.76
18.188,12.762
8.7812,12.764
2.9375,12.766
7.9062,12.768
20.812,12.77
34.062,12.772
44.594,12.774
52.719,12.776
58.625,12.778
60.719,12.78
59.531,12.782
56.594,12.784
51.094,12.786
41.156,12.788
27.719,12.79
13.5,12.792
0.15625,12.794
-10.031,12.796
-12.75,12.798
-7.25,12.8
3.5938,12.802
16.156,12.804
26.344,12.806
34.688,12.808
43.281,12.81
50.875,12.812
52.469,12.814
45.125,12.816
31.562,12.818
20.281,12.82
18.062,12.822
24.219,12.824
36.469,12.826
50.281,12.828
63.312,12.83
76.156,12.832
89.062,12.834
99.312,12.836
105.59,12.838
108.16,12.84
105.69,12.842
95,12.844
77.531,12.846
60.062,12.848
48.219,12.85
41.281,12.852
36.312,12.854
35.375,12.856
39.562,12.858
43.406,12.86
42.125,12.862
33.844,12.864
19.156,12.866
-1.4375,12.868
-24.875,12.87
-41.344,12.872
-44.719,12.874
-36.5,12.876
-17.094,12.878
10.312,12.88
36.625,12.882
57.562,12.884
82.094,12.886
119.78,12.888
158.78,12.89
178.91,12.892
175.12,12.894
155.25,12.896
129.62,12.898
104.28,12.9
79.625,12.902
54.219,12.904
28.188,12.906
4.75,12.908
-14.531,12.91
-26.688,12.912
-27.125,12.914
-17.156,12.916
-1.6875,12.918
15.688,12.92
35.875,12.922
55.219,12.924
69.781,12.926
76.281,12.928
76.188,12.93
76.062,12.932
78.031,12.934
74.781,12.936
60.812,12.938
41.031,12.94
24.969,12.942
17.312,12.944
16.281,12.946
17.906,12.948
16.312,12.95
8.9375,12.952
-2.3438,12.954
-14.219,12.956
-23.406,12.958
-25.062,12.96
-16.562,12.962
-4.1562,12.964
3.5938,12.966
6.9688,12.968
15.5,12.97
30.562,12.972
42.875,12.974
43.312,12.976
31.188,12.978
11.781,12.98
-11.562,12.982
-38.25,12.984
-60.656,12.986
-66.719,12.988
-55.438,12.99
-34.594,12.992
-13.594,12.994
4.125,12.996
19.875,12.998
33.188,13
41.312,13.002
43.406,13.004
38.5,13.006
25.656,13.008
8,13.01
-9.875,13.012
-26.5,13.014
-40.562,13.016
-51.156,13.018
-57.719,13.02
-61.5,13.022
-62.25,13.024
-55.188,13.026
-35.688,13.028
-9.6562,13.03
10.125,13.032
17.688,13.034
16.656,13.036
11.812,13.038
5.2812,13.04
0.25,13.042
-1.5,13.044
-1.5938,13.046
3.375,13.048
16.688,13.05
34.062,13.052
49.562,13.054
62.125,13.056
73.531,13.058
87.156,13.06
103,13.062
113.88,13.064
112.69,13.066
98.406,13.068
76.219,13.07
54.562,13.072
41.125,13.074
38.75,13.076
43.188,13.078
48.781,13.08
53.5,13.082
55.562,13.084
55.688,13.086
52.188,13.088
45.031,13.09
36.656,13.092
28.188,13.094
20.375,13.096
15.75,13.098
16.594,13.1
23.625,13.102
32.688,13.104
40.938,13.106
46.688,13.108
46.188,13.11
42.312,13.112
41.312,13.114
42.625,13.116
44.75,13.118
46.531,13.12
46.781,13.122
42.656,13.124
35.469,13.126
29.062,13.128
