"s","time"
-59.875,19.73
-29.969,19.732
-26.719,19.734
-33.812,19.736
-28.875,19.738
-6.3438,19.74
16.844,19.742
17.75,19.744
-10.281,19.746
-54.438,19.748
-93.875,19.75
-114.69,19.752
-117.88,19.754
-117.28,19.756
-124.81,19.758
-130.56,19.76
-119.22,19.762
-102.66,19.764
-106.03,19.766
-130.5,19.768
-154.03,19.77
-162.81,19.772
-156.84,19.774
-143.28,19.776
-124.31,19.778
-105.53,19.78
-102.62,19.782
-122.12,19.784
-143.44,19.786
-132.88,19.788
-87.281,19.79
-38.5,19.792
-18.219,19.794
-31.562,19.796
-59.281,19.798
-80.875,19.8
-84.094,19.802
-69.719,19.804
-54.531,19.806
-57.844,19.808
-85.594,19.81
-124.69,19.812
-153.16,19.814
-158.53,19.816
-145.75,19.818
-129.12,19.82
-113.5,19.822
-100.44,19.824
-92.812,19.826
-90.438,19.828
-93.406,19.83
-101.53,19.832
-108.84,19.834
-106.44,19.836
-96.312,19.838
-87.875,19.84
-88.812,19.842
-107.19,19.844
-143.06,19.846
-178.31,19.848
-181.84,19.85
-152.19,19.852
-118,19.854
-99.406,19.856
-96.594,19.858
-107.75,19.86
-123.28,19.862
-129.03,19.864
-123.44,19.866
-110.5,19.868
-100.03,19.87
-109.72,19.872
-145.81,19.874
-180.44,19.876
-173.75,19.878
-127.06,19.88
-71.906,19.882
-36.156,19.884
-27,19.886
-32.406,19.888
-39.75,19.89
-54.406,19.892
-90.062,19.894
-137.47,19.896
-168.75,19.898
-169.12,19.9
-146.41,19.902
-118.88,19.904
-104.41,19.906
-108.69,19.908
-120.69,19.91
-120.38,19.912
-98.375,19.914
-70.125,19.916
-59.719,19.918
-73.5,19.92
-97.906,19.922
-112.31,19.924
-110.88,19.926
-103.28,19.928
-96.844,19.93
-95.594,19.932
-102.72,19.934
-112.81,19.936
-115.59,19.938
-114.56,19.94
-117.94,19.942
-125,19.944
-127.28,19.946
-120.12,19.948
-106.38,19.95
-90.438,19.952
-72.375,19.954
-55.406,19.956
-46.656,19.958
-51.875,19.96
-73.062,19.962
-102.91,19.964
-125.06,19.966
-128.03,19.968
-123.22,19.97
-129.84,19.972
-150.31,19.974
-171.12,19.976
-178.34,19.978
-166.53,19.98
-142.34,19.982
-117.97,19.984
-100.44,19.986
-84.25,19.988
-63.406,19.99
-43.094,19.992
-38.531,19.994
-51.844,19.996
-59.531,19.998
